Name,Username,Category,Followers,Avg. Likes,Avg.Comment,Eng. Rate,Growth Rate,Profile
Turah Parthayana,@turahparthayana,Travel,"719.8K",14.3K,70,1.99%,3.40%,https://www.instagram.com/turahparthayana/
"Kaditya Rakan",@kadityarakann,Travel,"340.9K",26.6K,120,7.83%,-0.95%,https://www.instagram.com/kadityarakann/
EIGER - TROPICAL ADVENTURE,@eigeradventure,Travel,2.3M,3.9K,100,0.17%,0.01%,https://www.instagram.com/eigeradventure/
"Furky Syahroni",@furkyrs,Travel,"364.9K","364.9K",175,5.85%,0.71%,https://www.instagram.com/furkyrs/
INFO JAWA BARAT,@infojawabarat,Travel,1.1M,7.3K,94,0.70%,2.53%,https://www.instagram.com/infojawabarat/
"Muhamad Sadam",@sadam.jpg,Travel,668.7K,10K,93,1.50%,0.19%,https://www.instagram.com/sadam.jpg/
"Zahid Ibrahim",@zahidibr,Travel,"258.4K",20.5K,92,7.97%,0.51%,https://www.instagram.com/zahidibr/
"Wonderful Indonesia",@wonderfulindonesia,Travel,1.5M,4.4K,33,0.29%,-0.09%,https://www.instagram.com/wonderfulindonesia/
David Michigan ⚡️,@davidmichigan,Travel,18M,334,12,0.01%,-0.09%,https://www.instagram.com/davidmichigan/
Celni Pita Sari,@celni_pita_sari,Travel,736.7K,15.7K,9,2.13%,0.22%,https://www.instagram.com/celni_pita_sari/
"amel carla",@amelcarla,Travel,1.1M,5.1K,10,0.48%,-0.09%,https://www.instagram.com/amelcarla/
Luxury Hotels & Resorts,@hotelslibrary,Travel,1M,5.2K,51,0.50%,-0.25%,https://www.instagram.com/hotelslibrary/
The Bali Bible,@thebalibible,Travel,964.5K,"5.2K",2,0.54%,0.00%,https://www.instagram.com/thebalibible/
Akun Resmi #jurnaLRisa,@tim_jurnalrisa,Travel,848.7K,4.3K,47,0.51%,0.83%,https://www.instagram.com/tim_jurnalrisa/
Julio Ekspor,@julioekspor,Travel,843K,4.6K,136,0.56%,1.39%,https://www.instagram.com/julioekspor/
Randi Ferdiansyah,@randferdian,Travel,"868.6K",3.6K,35,0.42%,1.58%,https://www.instagram.com/randferdian/
FINNS Beach Club,@finnsbeachclub,Travel,"447.4K","9.3K",4,2.08%,1.77%,https://www.instagram.com/finnsbeachclub/
"Rosiana Dewi",@rsn.dw,Travel,1.7M,2.4K,25,0.14%,0.04%,https://www.instagram.com/rsn.dw/
"Traveloka Indonesia",@traveloka.id,Travel,"1.2M","5.3K",66,0.43%,0.41%,https://www.instagram.com/traveloka.id/
"Singapore Airlines",@singaporeair,Travel,1.6M,2.4K,39,0.15%,0.69%,https://www.instagram.com/singaporeair/
Hari Kristiyanto,@hari_kristiyanto,Travel,"384.5K",8.1K,30,2.10%,0.34%,https://www.instagram.com/hari_kristiyanto/
"Syafira Annisa شافيرا",@tatsyafira,Travel,"199.5K","14.6K",107,7.35%,3.54%,https://www.instagram.com/tatsyafira/
Garuda Indonesia | The Airline of Indonesia,@garuda.indonesia,Travel,1.4M,"2.3K",75,0.18%,0.14%,https://www.instagram.com/garuda.indonesia/
"hayujalan | Indonesia places to go",@hayujalan.id,Travel,"33.3K",80.6K,2,241.89%,0.50%,https://www.instagram.com/hayujalan.id/
"Najwa Nana",@najwa.nurawalia,Travel,"193.5K",11.9K,29,6.14%,1.56%,https://www.instagram.com/najwa.nurawalia/
"Qasim Mohammed",@q_85m,Travel,438.1K,5.9K,26,1.36%,-0.25%,https://www.instagram.com/q_85m/
Sang,@_hingar_,Travel,"1.4M",1.9K,50,0.14%,0.31%,https://www.instagram.com/_hingar_/
"Mirza Denovan",@mirzadenovan,Travel,984K,12.1K,36,1.23%,-0.04%,https://www.instagram.com/mirzadenovan/
JOGJA,@wonderfuljogja,Travel,"1.7M","1.4K",16,0.08%,2.91%,https://www.instagram.com/wonderfuljogja/
Achmad Rifyannur,@ahmadrifyannur,Travel,"221.5K",9K,242,4.12%,5.38%,https://www.instagram.com/ahmadrifyannur/
Aldaa,@aldaelvariani,Travel,86.2K,1.5K,8,1.71%,1.62%,https://www.instagram.com/aldaelvariani/
Kimberly Ryder,@kimbrlyryder,Travel,3.6M,627,19,0.02%,0.01%,https://www.instagram.com/kimbrlyryder/
Chrissy Frei 🇨🇭,@switzerland_with_chrissy,Travel,157.2K,"16.2K",72,10.30%,-0.19%,https://www.instagram.com/switzerland_with_chrissy/
VisitSingapore,@visit_singapore,Travel,737K,2.6K,22,0.36%,1.53%,https://www.instagram.com/visit_singapore/
"𝗝𝗲𝘀𝘀𝘆 𝗦𝗶𝗹𝗮𝗻𝗮 𝗪𝗼𝗻𝗴𝘀𝗼𝗱𝗶𝗵𝗮𝗿𝗷𝗼",@jessysilanawong,Travel,"466.3K","9.6K",173,2.09%,4.17%,https://www.instagram.com/jessysilanawong/
"Dave Stanley",@dave.stn,Travel,"151.9K","10.5K",58,6.95%,2.60%,https://www.instagram.com/dave.stn/
PilotAmireh | A350 Captain,@pilotamireh,Travel,"530.3K",3.1K,133,0.60%,-0.23%,https://www.instagram.com/pilotamireh/
Marco Arrieta,@lifestylebymarco,Travel,"632.7K","5.7K",110,0.91%,0.40%,https://www.instagram.com/lifestylebymarco/
Dimas Ramadhan,@dimasramadhan,Travel,"374.6K","5.2K",54,1.40%,2.64%,https://www.instagram.com/dimasramadhan/
"YASINTA",@yasinta_yst,Travel,1.1M,"1.7K",0,0.16%,0.44%,https://www.instagram.com/yasinta_yst/
BEEMZ,@bimaaryo,Travel,"404.8K",4.7K,66,1.17%,0.02%,https://www.instagram.com/bimaaryo/
"Pesona Indonesia",@pesona.indonesia,Travel,"1.2M",1.4K,22,0.12%,0.25%,https://www.instagram.com/pesona.indonesia/
Pendaki Gunung Indonesia,@pendakilawas,Travel,545.6K,3.8K,45,0.70%,0.65%,https://www.instagram.com/pendakilawas/
Y U K I anggia,@yukianggia,Travel,101.2K,18.5K,20,18.26%,-0.26%,https://www.instagram.com/yukianggia/
Pendaki Sunyi Indonesia,@pendakisunyi.id,Travel,"147.1K",9.3K,51,6.34%,4.01%,https://www.instagram.com/pendakisunyi.id/
Tantri Namirah,@tantrinamirah,Travel,537.7K,3.1K,41,0.58%,0.09%,https://www.instagram.com/tantrinamirah/
INSIDE LOMBOK,@insidelombok,Travel,"591.4K",2K,70,0.34%,2.20%,https://www.instagram.com/insidelombok/
Jajago Keliling Indonesia,@jajago.keliling.indonesia,Travel,452.8K,3.1K,167,0.69%,1.86%,https://www.instagram.com/jajago.keliling.indonesia/
𝙈𝙪𝙩𝙞𝙖𝙧𝙖 𝘼𝙧𝙞 𝙁𝙞𝙩𝙧𝙞𝙖𝙣𝙖,@mutiaraaft_,Travel,213K,6.5K,41,3.06%,0.00%,https://www.instagram.com/mutiaraaft_/
Splash & Waku Waku,@splashtheotter,Travel,284.6K,5.4K,35,1.90%,2.14%,https://www.instagram.com/splashtheotter/
𝐑𝐈𝐂𝐊𝐘 𝐙𝐀𝐊𝐍𝐎,@ricky_zakno,Travel,140.7K,10.1K,36,7.21%,0.24%,https://www.instagram.com/ricky_zakno/
sophie al-savadi,@sophierrka,Travel,429.6K,2.5K,67,0.58%,-2.17%,https://www.instagram.com/sophierrka/
AirAsia Indonesia,@flyairasia.id,Travel,1.9M,726,28,0.04%,0.04%,https://www.instagram.com/flyairasia.id/
Robby Purba,@robbypurba,Travel,2.1M,642,23,0.03%,0.14%,https://www.instagram.com/robbypurba/
Marshall Sastra,@marshallsastra,Travel,676.1K,2.2K,28,0.33%,0.07%,https://www.instagram.com/marshallsastra/
pendaki pribumi lombok 🌏,@pendaki.pribumi,Travel,"240.3K","4.2K",94,1.76%,1.50%,https://www.instagram.com/pendaki.pribumi/
Rikas Harsa,@rikasharsa,Travel,399.2K,2.7K,24,0.69%,-0.05%,https://www.instagram.com/rikasharsa/
romantic+,@romanticplus_cn,Travel,11M,104,1,0.01%,10.20%,https://www.instagram.com/romanticplus_cn/
Tamara Nadia Anjani,@tamaranjani,Travel,286.9K,3.6K,73,1.26%,0.00%,https://www.instagram.com/tamaranjani/
Sejauh Angin | Backpacker Couple,@sejauhangin,Travel,113.5K,"8K",102,7.12%,0.00%,https://www.instagram.com/sejauhangin/
Miya Sriwinarti,@missrtii,Travel,325.1K,5.7K,25,1.76%,-0.52%,https://www.instagram.com/missrtii/
Olivia Tan | 📍Jakarta 🇮🇩,@iam_oliviatan,Travel,244.6K,4.9K,171,2.02%,0.41%,https://www.instagram.com/iam_oliviatan/
ANGGEY ANGGRAINI,@her_journeys,Travel,199.7K,5.1K,135,2.61%,0.60%,https://www.instagram.com/her_journeys/
YURI,@iyurida,Travel,460.9K,2.6K,16,0.58%,-0.49%,https://www.instagram.com/iyurida/
Komunitas Bisa Ekspor,@komunitasbisaekspor,Travel,469.3K,1.8K,45,0.39%,0.08%,https://www.instagram.com/komunitasbisaekspor/
Fajar Nurochman,@radenfajarwirawan,Travel,68.1K,17K,4,24.99%,1.25%,https://www.instagram.com/radenfajarwirawan/
Harival Zayuka| Travel Blogger,@harivalzayuka,Travel,100.5K,11K,73,10.97%,0.26%,https://www.instagram.com/harivalzayuka/
Arsal Bahtiar,@arsalbahtiar,Travel,224.4K,3.8K,46,1.71%,0.69%,https://www.instagram.com/arsalbahtiar/
AREI OUTDOOR GEAR Official,@areioutdoorgear,Travel,553.7K,1.3K,52,0.23%,0.33%,https://www.instagram.com/areioutdoorgear/
PUERTO RICO 🇵🇷,@hi.puertorico,Travel,152.6K,6.2K,0,4.03%,0.02%,https://www.instagram.com/hi.puertorico/
Fithri Syamsu,@fithrisyamsu,Travel,401.5K,2.4K,23,0.61%,-0.11%,https://www.instagram.com/fithrisyamsu/
Miharu Julie,@miharu.julie,Travel,350K,4.5K,101,1.30%,-0.23%,https://www.instagram.com/miharu.julie/
Febie GF,@febiegusfa,Travel,212.7K,4.1K,44,1.93%,-0.31%,https://www.instagram.com/febiegusfa/
Bali 🇮🇩 Travel | Vacation | Hotels | Indonesia,@bali,Travel,359.9K,2K,26,0.56%,5.29%,https://www.instagram.com/bali/
NIHI Sumba | Edge of Wildness™,@nihi,Travel,569.7K,1.4K,25,0.25%,0.53%,https://www.instagram.com/nihi/
Dufan Ancol,@infodufan,Travel,1.4M,535,32,0.04%,0.06%,https://www.instagram.com/infodufan/
World Scouting,@worldscouting,Travel,295.5K,2.1K,10,0.71%,0.18%,https://www.instagram.com/worldscouting/
Anna • Travel Content Creator,@annatravelous,Travel,125.2K,6.2K,1K,5.38%,0.01%,https://www.instagram.com/annatravelous/
OPEN TRIP LABUAN BAJO | KOMODO | SUMBA | RAJA AMPAT | DERAWAN,@indonesiajuaratrip,Travel,721.3K,923,17,0.13%,0.75%,https://www.instagram.com/indonesiajuaratrip/
Jelajah Pendaki Indonesia,@pendakiindonesia,Travel,631.9K,1K,17,0.16%,-0.12%,https://www.instagram.com/pendakiindonesia/
Yuyu Muti Ali | Bocah Citumang,@becekece_,Travel,233.6K,2.7K,17,1.17%,1.02%,https://www.instagram.com/becekece__/
CANRO SIMARMATA,@canro.simarmata,Travel,231K,3.5K,42,1.50%,-0.17%,https://www.instagram.com/canro.simarmata/
Muhamad Subhan Bawazier,@usb.bawazier,Travel,743.1K,783,9,0.11%,0.19%,https://www.instagram.com/usb.bawazier/
Fly AirAsia,@flyairasia,Travel,382.8K,1.8K,45,0.47%,1.62%,https://www.instagram.com/flyairasia/
Rajat Verma (RV),@rajat_aarvees,Family,8.7M,602K,493,6.91%,-0.08%,https://www.instagram.com/rajat_aarvees/
BABYMONSTER (베이비몬스터),@babymonster_ygofficial,Family,8M,434.5K,3K,5.43%,1.89%,https://www.instagram.com/babymonster_ygofficial/
Kareena Kapoor Khan,@kareenakapoorkhan,Family,"13.5M","237.4K",1.1K,1.76%,0.12%,https://www.instagram.com/kareenakapoorkhan/
"Ameena Hanna Nur Atta",@ameenaatta,Family,5.7M,403K,774,7.11%,0.18%,https://www.instagram.com/ameenaatta/
"Fatim",@fatimahhalilintar,Family,4.1M,473.1K,64,11.44%,0.26%,https://www.instagram.com/fatimahhalilintar/
Erick Thohir,@erickthohir,Family,"7.5M",161.5K,"9.8K",2.23%,0.85%,https://www.instagram.com/erickthohir/
"AH MEDIA",@ahha.media,Family,1.5M,521K,86,35.64%,-0.57%,https://www.instagram.com/ahha.media/
Rachel Vennya Roland,@rachelvennya,Family,8.4M,158.1K,296,1.88%,0.49%,https://www.instagram.com/rachelvennya/
Shadira Firdausi,@shadirafirdausii,Family,2.1M,291K,550,13.88%,3.91%,https://www.instagram.com/shadirafirdausii/
Lalita Hutami Bangun,@litahutami,Family,2M,302.3K,183,15.36%,0.92%,https://www.instagram.com/litahutami/
Just baby,@just.baby,Family,11.4M,44K,189,0.39%,-0.08%,https://www.instagram.com/just.baby/
Felicya Angelista,@felicyangelista,Family,22.4M,17.6K,73,0.08%,0.06%,https://www.instagram.com/felicyangelista_/
Syafira haddad,@syafira_hdd,Family,1.9M,195.7K,257,10.10%,1.86%,https://www.instagram.com/syafira_hdd/
Sangram U Singh🌟🇮🇳,@sangramsingh_wrestler,Family,10.1M,36.1K,73,0.36%,0.04%,https://www.instagram.com/sangramsingh_wrestler/
Raditya Dika,@raditya_dika,Family,22.3M,15.2K,76,0.07%,-0.06%,https://www.instagram.com/raditya_dika/
Chelsea Olivia Wijaya,@chelseaolivia,Family,28.8M,11K,51,0.04%,-0.04%,https://www.instagram.com/chelseaoliviaa/
Angel Lelga,@angellelga,Family,10.4M,26.5K,315,0.26%,0.20%,https://www.instagram.com/angellelga/
Cipung Abubu,@tercipungcipung,Family,4.1M,64.4K,296,1.57%,-0.22%,https://www.instagram.com/tercipungcipung/
Paula Verhoeven,@paula_verhoeven,Family,"7.3M",29.5K,248,0.41%,0.30%,https://www.instagram.com/paula_verhoeven/
Sabil Maratungga Cundamani,@dek_cunda,Family,706K,230.6K,1.9K,32.80%,4.46%,https://www.instagram.com/dek_cunda/
𝐀𝐏𝐑𝐈𝐒,@aprisdevita,Family,2.5M,77.7K,1.2K,3.18%,0.13%,https://www.instagram.com/aprisdevita/
Betrand Putra Onsu,@betrandpetoputraonsu,Family,10.9M,15.5K,270,0.14%,-0.04%,https://www.instagram.com/betrandpetoputraonsu/
"ussy sulistiawaty",@ussypratama,Family,20.3M,7.9K,60,0.04%,-0.06%,https://www.instagram.com/ussypratama/
Nathalie Holscher,@nathalieholscher,Family,6.3M,21.6K,142,0.35%,0.52%,https://www.instagram.com/nathalieholscher/
krisjiana baharudin,@krisjianabah,Family,1.1M,121.4K,446,11.13%,0.42%,https://www.instagram.com/krisjianabah/
shantydenny,@shantydenny,Family,6.6M,19.2K,91,0.29%,0.04%,https://www.instagram.com/shantydenny/
Ardya Tridwantoro H,@ardya.th,Family,849.5K,113K,327,13.32%,9.72%,https://www.instagram.com/ardya.th/
Erna Megawati,@ueno_mega,Family,857.7K,116.6K,456,13.62%,0.63%,https://www.instagram.com/ueno_mega/
TR,@teukuryantr,Family,4.1M,24.9K,234,0.61%,-0.56%,https://www.instagram.com/teukuryantr/
Kang Dedi Mulyadi,@dedimulyadi71,Family,2.8M,36K,1.5K,1.32%,9.64%,https://www.instagram.com/dedimulyadi71/
Afisan Jehderamae,@jirayutdaa4official,Family,6.5M,14.5K,152,0.23%,0.11%,https://www.instagram.com/jirayutdaa4official/
جزيلة النهضية,@zil_hb,Family,919.7K,115.3K,301,12.55%,2.34%,https://www.instagram.com/zil_hb/
Musdalifah Basri,@musdalifahbasri,Family,1.3M,58.6K,1.8K,4.50%,1.29%,https://www.instagram.com/musdalifahbasri/
김석중,@sun_dad90,Family,1.4M,65.9K,240,4.84%,-0.41%,https://www.instagram.com/sun_dad90/
Wika Salim,@wikasalim,Family,6.1M,13.9K,88,0.23%,-0.03%,https://www.instagram.com/wikasalim/
♡ Nadlyne Aurora S. Dreyanda ♡,@nadlyneaurora,Family,317.9K,220.1K,673,69.35%,1.33%,https://www.instagram.com/nadlyneaurora/
Reza Surya Putra,@rezasuryaptr,Family,886.7K,82.9K,209,9.36%,0.43%,https://www.instagram.com/rezasuryaptr/
Surya Dini,@suryainsomnia,Family,1.8M,44K,278,2.42%,0.41%,https://www.instagram.com/suryainsomnia/
Ira Nandha,@iranndha,Family,1.7M,43.3K,145,2.57%,-0.15%,https://www.instagram.com/iranndha/
Shella Saukia,@shellasaukiaofficial,Family,3.2M,22.5K,0,0.70%,2.84%,https://www.instagram.com/shellasaukiaofficial/
Fitri Carlina,@fitricarlina,Family,3.7M,19.2K,106,0.52%,0.13%,https://www.instagram.com/fitricarlina/
Riko Simanjuntak,@riko.smnjuntak,Family,933.6K,61.5K,358,6.61%,0.00%,https://www.instagram.com/riko.smnjuntak/
Tengku Dewi Putri,@tengkudewiputri_tdp,Family,"1.5M",43.7K,32,2.84%,0.22%,https://www.instagram.com/tengkudewiputri_tdp/
Ismael al-Kholilie,@ismaelalkholilie,Family,691.2K,75.3K,743,10.94%,5.18%,https://www.instagram.com/ismaelalkholilie/
ᴿᵁᶜᴱ ᴺᵁᴱᴺᴰᴬ ᴾᴱᴿᴹᴬᵀᴬ ᴰᴶ,@rucenuenda,Family,1.8M,34.8K,113,1.98%,0.63%,https://www.instagram.com/rucenuenda/
سيلا حسينة زمزمي,@sheilahasina,Family,694.4K,70.7K,133,10.19%,0.84%,https://www.instagram.com/sheilahasina/
Sharena Delon,@mrssharena,Family,6.7M,8.7K,138,0.13%,-0.02%,https://www.instagram.com/mrssharena/
Alfiatul Hasanah,@unialfi,Family,1.2M,44.5K,20,3.60%,-0.06%,https://www.instagram.com/unialfi/
Fakta Group | Fakta Indo,@fakta.indo,Family,2M,26.6K,961,1.34%,0.34%,https://www.instagram.com/fakta.indo/
David Da Silva,@davidasilva14,Family,911.3K,63.4K,317,6.98%,0.16%,https://www.instagram.com/davidasilva14/
MUA MALANG KOKHA WEDDING,@khadijahazzahra_makeup,Family,2M,26.7K,297,1.36%,0.00%,https://www.instagram.com/khadijahazzahra_makeup/
Muhammad Iqdam,@iqdammuhammad,Family,1.6M,32.6K,144,2.05%,-0.21%,https://www.instagram.com/iqdammuhammad_/
Kimbab Family,@kimbabfamily.official,Family,903.1K,44.8K,220,4.97%,0.05%,https://www.instagram.com/kimbabfamily.official/
Donita Nugroho,@donitabhubiy,Family,5.8M,8.5K,29,0.15%,0.01%,https://www.instagram.com/donitabhubiy/
PARAS BHUSHAN KALNAWAT,@paras_kalnawat,Family,1.6M,31.2K,254,2.01%,-0.65%,https://www.instagram.com/paras_kalnawat/
Shabira Alula Adnan,@shabiraalula,Family,2.7M,17.7K,276,0.66%,0.45%,https://www.instagram.com/shabiraalula/
Vincent Verhaag,@v.andrianto,Family,570.9K,80.3K,344,14.11%,6.83%,https://www.instagram.com/v.andrianto/
Heni Tania,@henitania,Family,2.3M,20K,257,0.86%,-0.64%,https://www.instagram.com/henitania/
Larissa Chou,@larissachou,Family,2.3M,19.5K,103,0.86%,-0.13%,https://www.instagram.com/larissachou/
OWNER DAVIENA SKINCARE,@melvhinahusyanti,Family,1.6M,26.3K,391,1.69%,1.28%,https://www.instagram.com/melvhinahusyanti/
Marsson Starlight Jo,@little.marsson,Family,2.1M,18.1K,118,0.86%,0.70%,https://www.instagram.com/little.marsson/ 
The GoodFather,@evanmarvino,Family,2M,17K,64,0.86%,-0.02%,https://www.instagram.com/evanmarvino/
Agung Karmalogy,@karmalogy,Family,1.4M,24.9K,848,1.77%,3.06%,https://www.instagram.com/karmalogy/
Agnes Jennifer,@agnes_jennifer,Family,1.5M,21.4K,263,1.41%,1.00%,https://www.instagram.com/agnes_jennifer/
angbeen rishi,@angbeenrishi,Family,1.3M,24.9K,105,1.92%,1.36%,https://www.instagram.com/angbeenrishi/
Dena Haura J'octaria,@denaahaura,Family,694K,35.3K,135,5.09%,0.00%,https://www.instagram.com/denaahaura/
"SITI HEDIATI SOEHARTO,SE",@titieksoeharto,Family,1.5M,21.5K,409,1.47%,0.66%,http://instagram.com/titieksoeharto/
Faradilla Yoshi,@faradillayoshi,Family,1.4M,22.5K,140,1.65%,-0.07%,https://www.instagram.com/faradillayoshi/
M Yusuf Al Lampungi,@myusuf_al_lampungi,Family,593.2K,38.9K,77,6.57%,0.00%,https://www.instagram.com/myusuf_al_lampungi/
الحبيب عمر بن حفيظ -Habib Omar,@habibomarcom,Family,2.2M,13.3K,90,0.62%,0.33%,https://www.instagram.com/habibomarcom/
achmad rafi,@achmadrafey,Family,106.8K,209.4K,266,196.23%,1.42%,https://www.instagram.com/achmadrafey/
Mulan Jameela,@mulanjameela1,Family,2.1M,13.4K,62,0.64%,0.45%,https://www.instagram.com/mulanjameela1/
Arumi Bachsin,@arumibachsin_94,Family,1.5M,19K,98,1.29%,2.48%,https://www.instagram.com/arumibachsin_94/
Lizzebeth,@lizzebethmua,Family,1.8M,15K,80,0.83%,1.90%,https://www.instagram.com/lizzebethmua/
jihan salsabila,@jihan.ghazali,Family,710.5K,40.3K,77,5.68%,-0.27%,https://www.instagram.com/jihan.ghazali/
dr. Gia Pratama,@giapratamamd,Family,1.5M,17.4K,281,1.19%,1.81%,https://www.instagram.com/giapratamamd/
hamidah rachmayanti,@hamidahrachmayanti,Family,1.5M,16.2K,337,1.08%,-0.05%,https://www.instagram.com/hamidahrachmayanti/
Dewi Zuhriati,@dewizuhriati,Family,1.5M,16K,133,1.05%,0.93%,https://www.instagram.com/dewizuhriati/
Donna Agnesia,@dagnesia,Family,2.2M,10.7K,145,0.48%,0.19%,https://www.instagram.com/dagnesia/
KAI121,@kai121_,Family,1.8M,13.6K,1K,0.80%,1.19%,https://www.instagram.com/kai121_/
khofifah indar parawansa,@khofifah.ip,Family,1.1M,20.9K,115,1.85%,0.09%,https://www.instagram.com/khofifah.ip/
Pipik Dian irawati,@_ummi_pipik,Family,3.4M,7K,70,0.21%,0.51%,https://www.instagram.com/_ummi_pipik_/
Feby Marcelia,@fabymarcelia,Family,1.4M,17.1K,42,1.26%,0.15%,https://www.instagram.com/fabymarcelia/
Rizky irmansyah,@rizky_irmansyah,Family,949.8K,27.2K,201,2.87%,0.64%,https://www.instagram.com/rizky_irmansyah/
𝙅𝙪𝙡𝙞𝙖 𝙋𝙧𝙖𝙨𝙩𝙞𝙣𝙞,@juliaprt,Family,904.1K,21.1K,40,2.34%,0.41%,https://www.instagram.com/juliaprt7/
Venna Melinda,@vennamelindareal,Family,1.8M,12.5K,230,0.69%,0.00%,http://instagram.com/vennamelindareal/
OPAH GALA,@opah_faisal,Family,1.1M,20.2K,140,1.83%,0.48%,https://www.instagram.com/opah_faisal/
"SEPTIA YETRI OPANI",@septiasiregar17,Family,2.1M,9.8K,151,0.48%,-0.10%,https://www.instagram.com/septiasiregar17/
Dian Pelangi,@dianpelangi,Family,5.1M,4.1K,23,0.08%,-0.04%,https://www.instagram.com/dianpelangi/
벤틀리 해밍턴 Bentley Hammington,@bentleyhammington,Family,1.1M,18.4K,120,1.64%,-0.36%,https://www.instagram.com/bentleyhammington/
NYOMAN DAVID,@nyok.aja,Family,1M,19.5K,179,1.88%,0.12%,https://www.instagram.com/nyok.aja/
Nadyamustika,@nadyamustikarahayu,Family,1.8M,11.2K,41,0.63%,-0.08%,https://www.instagram.com/nadyamustikarahayu/
DimasSeto,@dimasseto_1,Family,1.2M,14K,70,1.18%,0.22%,https://www.instagram.com/dimasseto_1/
Fiqih Muslimah,@fiqihwanita_,Family,4.1M,4.7K,15,0.12%,0.21%,https://www.instagram.com/fiqihwanita_/
ling2_lieanti,@ling2_lieanti,Family,1.8M,13.1K,144,0.74%,0.57%,https://www.instagram.com/ling2_lieanti/
Roger Danuarta,@rogerojey,Family,2.2M,9K,49,0.42%,0.04%,https://www.instagram.com/rogerojey/
Muhamad Cecep Abdullah,@cleanermasjid,Family,907.8K,18.5K,185,2.05%,7.43%,https://www.instagram.com/cleanermasjid/
Randi W Bachtiar,@randibachtiar,Family,549.7K,36.1K,120,6.58%,0.00%,http://instagram.com/randibachtiar/
Moonella Sunshine Jo,@babymoonella,Family,1.4M,14.7K,124,1.09%,0.44%,https://www.instagram.com/babymoonella/
Fitrop Fitrop,@fitrop,Family,1.6M,10.8K,179,0.67%,0.79%,https://www.instagram.com/fitrop/
